Named Range,Sheet,Cell,Reference
N1_txtLODGForecastPOMExpStable_POMRev,txt_All,$D$539,txt_All!$D$539
N1_txtLODGForecastPOMExpStable_POR,txt_All,$D$542,txt_All!$D$542
N1_txtLODGForecastPOMExpStable_TotalRev,txt_All,$D$539,txt_All!$D$539
N1_txtLODGForecastPRKExpAsIs_POR,txt_All,$D$341,txt_All!$D$341
N1_txtLODGForecastPRKExpAsIs_PRKRev,txt_All,$D$338,txt_All!$D$338
N1_txtLODGForecastPRKExpDeflStable_POR,txt_All,$D$343,txt_All!$D$343
N1_txtLODGForecastPRKExpInPlace_POR,txt_All,$D$340,txt_All!$D$340
N1_txtLODGForecastPRKExpInPlace_PRKRev,txt_All,$D$337,txt_All!$D$337
N1_txtLODGForecastPRKExpStable_POR,txt_All,$D$342,txt_All!$D$342
N1_txtLODGForecastPRKExpStable_PRKRev,txt_All,$D$339,txt_All!$D$339
N1_txtLODGForecastRECExpAsIs_POR,txt_All,$D$418,txt_All!$D$418
N1_txtLODGForecastRECExpAsIs_RECRev,txt_All,$D$415,txt_All!$D$415
N1_txtLODGForecastRECExpDeflStable_POR,txt_All,$D$420,txt_All!$D$420
N1_txtLODGForecastRECExpInPlace_POR,txt_All,$D$417,txt_All!$D$417
N1_txtLODGForecastRECExpInPlace_RECRev,txt_All,$D$414,txt_All!$D$414
N1_txtLODGForecastRECExpStable_POR,txt_All,$D$419,txt_All!$D$419
N1_txtLODGForecastRECExpStable_RECRev,txt_All,$D$416,txt_All!$D$416
N1_txtLODGForecastRECRevAsIs_POR,txt_All,$D$211,txt_All!$D$211
N1_txtLODGForecastRECRevAsIs_TotalRev,txt_All,$D$209,txt_All!$D$209
N1_txtLODGForecastRECRevInPlace_POR,txt_All,$D$210,txt_All!$D$210
N1_txtLODGForecastRECRevInPlace_TotalRev,txt_All,$D$208,txt_All!$D$208
N1_txtLODGForecastRETExpAsIs_POR,txt_All,$D$385,txt_All!$D$385
N1_txtLODGForecastRETExpAsIs_RETRev,txt_All,$D$382,txt_All!$D$382
N1_txtLODGForecastRETExpDeflStable_POR,txt_All,$D$387,txt_All!$D$387
N1_txtLODGForecastRETExpInPlace_POR,txt_All,$D$384,txt_All!$D$384
N1_txtLODGForecastRETExpInPlace_RETRev,txt_All,$D$381,txt_All!$D$381
N1_txtLODGForecastRETExpStable_POR,txt_All,$D$386,txt_All!$D$386
N1_txtLODGForecastRETExpStable_RETRev,txt_All,$D$383,txt_All!$D$383
N1_txtLODGForecastRETRevAsIs_POR,txt_All,$D$286,txt_All!$D$286
N1_txtLODGForecastRETRevAsIs_TotalRev,txt_All,$D$284,txt_All!$D$284
N1_txtLODGForecastRETRevInPlace_POR,txt_All,$D$285,txt_All!$D$285
N1_txtLODGForecastRETRevInPlace_TotalRev,txt_All,$D$283,txt_All!$D$283
N1_txtLODGForecastRFeeRevAsIs_Capture,txt_All,$D$224,txt_All!$D$224
N1_txtLODGForecastRFeeRevAsIs_POR,txt_All,$D$225,txt_All!$D$225
N1_txtLODGForecastRoomsExpAsIs_POR,txt_All,$D$299,txt_All!$D$299
N1_txtLODGForecastRoomsExpAsIs_RoomRev,txt_All,$D$296,txt_All!$D$296
N1_txtLODGForecastRoomsExpDeflStable_POR,txt_All,$D$301,txt_All!$D$301
N1_txtLODGForecastRoomsExpInPlace_POR,txt_All,$D$298,txt_All!$D$298
N1_txtLODGForecastRoomsExpInPlace_RoomRev,txt_All,$D$295,txt_All!$D$295
N1_txtLODGForecastRoomsExpStable_POR,txt_All,$D$300,txt_All!$D$300
N1_txtLODGForecastRoomsExpStable_RoomRev,txt_All,$D$297,txt_All!$D$297
N1_txtLODGForecastSALEExpAsIs_PAR,txt_All,$D$497,txt_All!$D$497
N1_txtLODGForecastSALEExpAsIs_POR,txt_All,$D$497,txt_All!$D$497
N1_txtLODGForecastSALEExpAsIs_SALERev,txt_All,$D$494,txt_All!$D$494
N1_txtLODGForecastSALEExpAsIs_TotalRev,txt_All,$D$494,txt_All!$D$494
N1_txtLODGForecastSALEExpDeflStable_PAR,txt_All,$D$499,txt_All!$D$499
N1_txtLODGForecastSALEExpDeflStable_POR,txt_All,$D$499,txt_All!$D$499
N1_txtLODGForecastSALEExpInPlace_PAR,txt_All,$D$496,txt_All!$D$496
N1_txtLODGForecastSALEExpInPlace_POR,txt_All,$D$496,txt_All!$D$496
N1_txtLODGForecastSALEExpInPlace_SALERev,txt_All,$D$493,txt_All!$D$493
N1_txtLODGForecastSALEExpInPlace_TotalRev,txt_All,$D$493,txt_All!$D$493
N1_txtLODGForecastSALEExpStable_PAR,txt_All,$D$498,txt_All!$D$498
N1_txtLODGForecastSALEExpStable_POR,txt_All,$D$498,txt_All!$D$498
N1_txtLODGForecastSALEExpStable_SALERev,txt_All,$D$495,txt_All!$D$495
N1_txtLODGForecastSALEExpStable_TotalRev,txt_All,$D$495,txt_All!$D$495
N1_txtLODGForecastSMFFExpAsIs_PAR,txt_All,$D$519,txt_All!$D$519
N1_txtLODGForecastSMFFExpAsIs_POR,txt_All,$D$519,txt_All!$D$519
N1_txtLODGForecastSMFFExpAsIs_SMFFRev,txt_All,$D$516,txt_All!$D$516
N1_txtLODGForecastSMFFExpAsIs_TotalRev,txt_All,$D$516,txt_All!$D$516
N1_txtLODGForecastSMFFExpDeflStable_PAR,txt_All,$D$521,txt_All!$D$521
N1_txtLODGForecastSMFFExpDeflStable_POR,txt_All,$D$521,txt_All!$D$521
N1_txtLODGForecastSMFFExpInPlace_PAR,txt_All,$D$518,txt_All!$D$518
N1_txtLODGForecastSMFFExpInPlace_POR,txt_All,$D$518,txt_All!$D$518
N1_txtLODGForecastSMFFExpInPlace_SMFFRev,txt_All,$D$515,txt_All!$D$515
N1_txtLODGForecastSMFFExpInPlace_TotalRev,txt_All,$D$515,txt_All!$D$515
N1_txtLODGForecastSMFFExpStable_PAR,txt_All,$D$520,txt_All!$D$520
N1_txtLODGForecastSMFFExpStable_POR,txt_All,$D$520,txt_All!$D$520
N1_txtLODGForecastSMFFExpStable_SMFFRev,txt_All,$D$517,txt_All!$D$517
N1_txtLODGForecastSMFFExpStable_TotalRev,txt_All,$D$517,txt_All!$D$517
N1_txtLODGForecastSpaExpAsIs_POR,txt_All,$D$352,txt_All!$D$352
N1_txtLODGForecastSpaExpAsIs_SpaRev,txt_All,$D$349,txt_All!$D$349
N1_txtLODGForecastSpaExpDeflStable_POR,txt_All,$D$354,txt_All!$D$354
N1_txtLODGForecastSpaExpInPlace_POR,txt_All,$D$351,txt_All!$D$351
N1_txtLODGForecastSpaExpInPlace_SpaRev,txt_All,$D$348,txt_All!$D$348
N1_txtLODGForecastSpaExpStable_POR,txt_All,$D$353,txt_All!$D$353
N1_txtLODGForecastSpaExpStable_SpaRev,txt_All,$D$350,txt_All!$D$350
N1_txtLODGForecastSpaRevAsIs_POR,txt_All,$D$238,txt_All!$D$238
N1_txtLODGForecastSpaRevAsIs_TotalRev,txt_All,$D$236,txt_All!$D$236
N1_txtLODGForecastSpaRevInPlace_POR,txt_All,$D$237,txt_All!$D$237
N1_txtLODGForecastSpaRevInPlace_TotalRev,txt_All,$D$235,txt_All!$D$235
N1_txtLODGForecastTENExpAsIs_POR,txt_All,$D$396,txt_All!$D$396
N1_txtLODGForecastTENExpAsIs_TENRev,txt_All,$D$393,txt_All!$D$393
N1_txtLODGForecastTENExpDeflStable_POR,txt_All,$D$398,txt_All!$D$398
N1_txtLODGForecastTENExpInPlace_POR,txt_All,$D$395,txt_All!$D$395
N1_txtLODGForecastTENExpInPlace_TENRev,txt_All,$D$392,txt_All!$D$392
N1_txtLODGForecastTENExpStable_POR,txt_All,$D$397,txt_All!$D$397
N1_txtLODGForecastTENExpStable_TENRev,txt_All,$D$394,txt_All!$D$394
N1_txtLODGForecastTENRevAsIs_POR,txt_All,$D$195,txt_All!$D$195
N1_txtLODGForecastTENRevAsIs_TotalRev,txt_All,$D$193,txt_All!$D$193
N1_txtLODGForecastTENRevInPlace_POR,txt_All,$D$194,txt_All!$D$194
N1_txtLODGForecastTENRevInPlace_TotalRev,txt_All,$D$192,txt_All!$D$192
N1_txtLODGForecastUTILExpAsIs_PAR,txt_All,$D$530,txt_All!$D$530
N1_txtLODGForecastUTILExpAsIs_POR,txt_All,$D$530,txt_All!$D$530
N1_txtLODGForecastUTILExpAsIs_TotalRev,txt_All,$D$527,txt_All!$D$527
N1_txtLODGForecastUTILExpAsIs_UTILRev,txt_All,$D$527,txt_All!$D$527
N1_txtLODGForecastUTILExpDeflStable_PAR,txt_All,$D$532,txt_All!$D$532
N1_txtLODGForecastUTILExpDeflStable_POR,txt_All,$D$532,txt_All!$D$532
N1_txtLODGForecastUTILExpInPlace_PAR,txt_All,$D$529,txt_All!$D$529
N1_txtLODGForecastUTILExpInPlace_POR,txt_All,$D$529,txt_All!$D$529
N1_txtLODGForecastUTILExpInPlace_TotalRev,txt_All,$D$526,txt_All!$D$526
N1_txtLODGForecastUTILExpInPlace_UTILRev,txt_All,$D$526,txt_All!$D$526
N1_txtLODGForecastUTILExpStable_PAR,txt_All,$D$531,txt_All!$D$531
N1_txtLODGForecastUTILExpStable_POR,txt_All,$D$531,txt_All!$D$531
N1_txtLODGForecastUTILExpStable_TotalRev,txt_All,$D$528,txt_All!$D$528
N1_txtLODGForecastUTILExpStable_UTILRev,txt_All,$D$528,txt_All!$D$528
N1_txtLODGForecastWPExpAsIs_POR,txt_All,$D$374,txt_All!$D$374
N1_txtLODGForecastWPExpAsIs_WPRev,txt_All,$D$371,txt_All!$D$371
N1_txtLODGForecastWPExpDeflStable_POR,txt_All,$D$376,txt_All!$D$376
N1_txtLODGForecastWPExpInPlace_POR,txt_All,$D$373,txt_All!$D$373
N1_txtLODGForecastWPExpInPlace_WPRev,txt_All,$D$370,txt_All!$D$370
N1_txtLODGForecastWPExpStable_POR,txt_All,$D$375,txt_All!$D$375
N1_txtLODGForecastWPExpStable_WPRev,txt_All,$D$372,txt_All!$D$372
N1_txtLODGForecastWPRevAsIs_POR,txt_All,$D$270,txt_All!$D$270
N1_txtLODGForecastWPRevAsIs_TotalRev,txt_All,$D$268,txt_All!$D$268
N1_txtLODGForecastWPRevInPlace_POR,txt_All,$D$269,txt_All!$D$269
N1_txtLODGForecastWPRevInPlace_TotalRev,txt_All,$D$267,txt_All!$D$267
N1_txtLODGHistADMINExpRange_ADMINRev,txt_All,$D$465,txt_All!$D$465
N1_txtLODGHistADMINExpRange_PAR,txt_All,$D$466,txt_All!$D$466
N1_txtLODGHistADMINExpRange_POR,txt_All,$D$466,txt_All!$D$466
N1_txtLODGHistADMINExpRange_TotalRev,txt_All,$D$465,txt_All!$D$465
N1_txtLODGHistATTExpRange_ATTRev,txt_All,$D$454,txt_All!$D$454
N1_txtLODGHistATTExpRange_POR,txt_All,$D$455,txt_All!$D$455
N1_txtLODGHistATTRevRange_RoomRev,txt_All,$D$272,txt_All!$D$272
N1_txtLODGHistATTRevRange_TotalRev,txt_All,$D$271,txt_All!$D$271
N1_txtLODGHistFandBExpRange_FandBRev,txt_All,$D$303,txt_All!$D$303
N1_txtLODGHistFandBExpRange_POR,txt_All,$D$304,txt_All!$D$304
N1_txtLODGHistFandBExpRange_TotalRev,txt_All,$D$302,txt_All!$D$302
N1_txtLODGHistFandBRevRange_RoomRev,txt_All,$D$169,txt_All!$D$169
N1_txtLODGHistFandBRevRange_TotalRev,txt_All,$D$168,txt_All!$D$168
N1_txtLODGHistFFEEExpRange_FFEERev,txt_All,$D$500,txt_All!$D$500
N1_txtLODGHistFFEEExpRange_PAR,txt_All,$D$501,txt_All!$D$501
N1_txtLODGHistFFEEExpRange_POR,txt_All,$D$501,txt_All!$D$501
N1_txtLODGHistFFEEExpRange_TotalRev,txt_All,$D$500,txt_All!$D$500
N1_txtLODGHistFITExpRange_FITRev,txt_All,$D$432,txt_All!$D$432
N1_txtLODGHistFITExpRange_POR,txt_All,$D$433,txt_All!$D$433
N1_txtLODGHistFITRevRange_RoomRev,txt_All,$D$248,txt_All!$D$248
N1_txtLODGHistFITRevRange_TotalRev,txt_All,$D$247,txt_All!$D$247
N1_txtLODGHistGolfExpRange_GolfRev,txt_All,$D$355,txt_All!$D$355
N1_txtLODGHistGolfExpRange_POR,txt_All,$D$356,txt_All!$D$356
N1_txtLODGHistGolfRevRange_RoomRev,txt_All,$D$240,txt_All!$D$240
N1_txtLODGHistGolfRevRange_TotalRev,txt_All,$D$239,txt_All!$D$239
N1_txtLODGHistINSExpRange_INSRev,txt_All,$D$555,txt_All!$D$555
N1_txtLODGHistINSExpRange_PAR,txt_All,$D$556,txt_All!$D$556
N1_txtLODGHistINSExpRange_POR,txt_All,$D$556,txt_All!$D$556
N1_txtLODGHistINSExpRange_TotalRev,txt_All,$D$555,txt_All!$D$555
N1_txtLODGHistITSExpRange_ITSRev,txt_All,$D$476,txt_All!$D$476
N1_txtLODGHistITSExpRange_PAR,txt_All,$D$477,txt_All!$D$477
N1_txtLODGHistITSExpRange_POR,txt_All,$D$477,txt_All!$D$477
N1_txtLODGHistITSExpRange_TotalRev,txt_All,$D$476,txt_All!$D$476
N1_txtLODGHistMARExpRange_MARRev,txt_All,$D$399,txt_All!$D$399
N1_txtLODGHistMARExpRange_POR,txt_All,$D$400,txt_All!$D$400
N1_txtLODGHistMARRevRange_RoomRev,txt_All,$D$197,txt_All!$D$197
N1_txtLODGHistMARRevRange_TotalRev,txt_All,$D$196,txt_All!$D$196
N1_txtLODGHistMEMExpRange_MEMRev,txt_All,$D$443,txt_All!$D$443
N1_txtLODGHistMEMExpRange_POR,txt_All,$D$444,txt_All!$D$444
N1_txtLODGHistMEMRevRange_RoomRev,txt_All,$D$256,txt_All!$D$256
N1_txtLODGHistMEMRevRange_TotalRev,txt_All,$D$255,txt_All!$D$255
N1_txtLODGHistNONOPExpRange_NONOPRev,txt_All,$D$544,txt_All!$D$544
N1_txtLODGHistNONOPExpRange_PAR,txt_All,$D$545,txt_All!$D$545
N1_txtLODGHistNONOPExpRange_POR,txt_All,$D$545,txt_All!$D$545
N1_txtLODGHistNONOPExpRange_TotalRev,txt_All,$D$544,txt_All!$D$544
N1_txtLODGHistOODExpRange_OODRev,txt_All,$D$318,txt_All!$D$318
N1_txtLODGHistOODExpRange_POR,txt_All,$D$319,txt_All!$D$319
N1_txtLODGHistOODExpRange_TotalRev,txt_All,$D$317,txt_All!$D$317
N1_txtLODGHistOODRevRange_RoomRev,txt_All,$D$179,txt_All!$D$179
N1_txtLODGHistOODRevRange_TotalRev,txt_All,$D$178,txt_All!$D$178
N1_txtLODGHistParkRevRange_Capture,txt_All,$D$220,txt_All!$D$220
N1_txtLODGHistPASSExpRange_PASSRev,txt_All,$D$421,txt_All!$D$421
N1_txtLODGHistPASSExpRange_POR,txt_All,$D$422,txt_All!$D$422
N1_txtLODGHistPASSRevRange_Capture,txt_All,$D$226,txt_All!$D$226
N1_txtLODGHistPOMExpRange_PAR,txt_All,$D$534,txt_All!$D$534
N1_txtLODGHistPOMExpRange_POMRev,txt_All,$D$533,txt_All!$D$533
N1_txtLODGHistPOMExpRange_POR,txt_All,$D$534,txt_All!$D$534
N1_txtLODGHistPOMExpRange_TotalRev,txt_All,$D$533,txt_All!$D$533
N1_txtLODGHistPRKExpRange_POR,txt_All,$D$334,txt_All!$D$334
N1_txtLODGHistPRKExpRange_PRKRev,txt_All,$D$333,txt_All!$D$333
N1_txtLODGHistRECExpRange_POR,txt_All,$D$411,txt_All!$D$411
N1_txtLODGHistRECExpRange_RECRev,txt_All,$D$410,txt_All!$D$410
N1_txtLODGHistRECRevRange_RoomRev,txt_All,$D$205,txt_All!$D$205
N1_txtLODGHistRECRevRange_TotalRev,txt_All,$D$204,txt_All!$D$204
N1_txtLODGHistRETExpRange_POR,txt_All,$D$378,txt_All!$D$378
N1_txtLODGHistRETExpRange_RETRev,txt_All,$D$377,txt_All!$D$377
N1_txtLODGHistRETRevRange_RoomRev,txt_All,$D$280,txt_All!$D$280
N1_txtLODGHistRETRevRange_TotalRev,txt_All,$D$279,txt_All!$D$279
N1_txtLODGHistRFeeRevRange_Capture,txt_All,$D$223,txt_All!$D$223
N1_txtLODGHistRoomsExpRange_POR,txt_All,$D$289,txt_All!$D$289
N1_txtLODGHistRoomsExpRange_RoomRev,txt_All,$D$288,txt_All!$D$288
N1_txtLODGHistRoomsExpRange_TotalRev,txt_All,$D$287,txt_All!$D$287
N1_txtLODGHistSALEExpRange_PAR,txt_All,$D$490,txt_All!$D$490
N1_txtLODGHistSALEExpRange_POR,txt_All,$D$490,txt_All!$D$490
N1_txtLODGHistSALEExpRange_SALERev,txt_All,$D$489,txt_All!$D$489
N1_txtLODGHistSALEExpRange_TotalRev,txt_All,$D$489,txt_All!$D$489
N1_txtLODGHistSMFFExpRange_PAR,txt_All,$D$512,txt_All!$D$512
N1_txtLODGHistSMFFExpRange_POR,txt_All,$D$512,txt_All!$D$512
N1_txtLODGHistSMFFExpRange_SMFFRev,txt_All,$D$511,txt_All!$D$511
N1_txtLODGHistSMFFExpRange_TotalRev,txt_All,$D$511,txt_All!$D$511
N1_txtLODGHistSpaExpRange_POR,txt_All,$D$345,txt_All!$D$345
N1_txtLODGHistSpaExpRange_SpaRev,txt_All,$D$344,txt_All!$D$344
N1_txtLODGHistSpaRevRange_RoomRev,txt_All,$D$232,txt_All!$D$232
N1_txtLODGHistSpaRevRange_TotalRev,txt_All,$D$231,txt_All!$D$231
N1_txtLODGHistTENExpRange_POR,txt_All,$D$389,txt_All!$D$389
N1_txtLODGHistTENExpRange_TENRev,txt_All,$D$388,txt_All!$D$388
N1_txtLODGHistTENRevRange_RoomRev,txt_All,$D$189,txt_All!$D$189
N1_txtLODGHistTENRevRange_TotalRev,txt_All,$D$188,txt_All!$D$188
N1_txtLODGHistUTILExpRange_PAR,txt_All,$D$523,txt_All!$D$523
N1_txtLODGHistUTILExpRange_POR,txt_All,$D$523,txt_All!$D$523
N1_txtLODGHistUTILExpRange_TotalRev,txt_All,$D$522,txt_All!$D$522
N1_txtLODGHistUTILExpRange_UTILRev,txt_All,$D$522,txt_All!$D$522
N1_txtLODGHistWPExpRange_POR,txt_All,$D$367,txt_All!$D$367
N1_txtLODGHistWPExpRange_WPRev,txt_All,$D$366,txt_All!$D$366
N1_txtLODGHistWPRevRange_RoomRev,txt_All,$D$264,txt_All!$D$264
N1_txtLODGHistWPRevRange_TotalRev,txt_All,$D$263,txt_All!$D$263
N1_txtLODGIndustryFandBExpRange_FandBRev,txt_All,$D$306,txt_All!$D$306
N1_txtLODGIndustryFandBExpRange_TotalRev,txt_All,$D$305,txt_All!$D$305
N1_txtLODGIndustryFandBRevRange_RoomRev,txt_All,$D$171,txt_All!$D$171
N1_txtLODGIndustryFandBRevRange_TotalRev,txt_All,$D$170,txt_All!$D$170
N1_txtLODGIndustryITSExpRange_ITSRev,txt_All,$D$478,txt_All!$D$478
N1_txtLODGIndustryITSExpRange_PAR,txt_All,$D$479,txt_All!$D$479
N1_txtLODGIndustryITSExpRange_POR,txt_All,$D$479,txt_All!$D$479
N1_txtLODGIndustryITSExpRange_TotalRev,txt_All,$D$478,txt_All!$D$478
N1_txtLODGIndustryOODExpRange_OODRev,txt_All,$D$321,txt_All!$D$321
N1_txtLODGIndustryOODExpRange_POR,txt_All,$D$322,txt_All!$D$322
N1_txtLODGIndustryOODExpRange_TotalRev,txt_All,$D$320,txt_All!$D$320
N1_txtLODGIndustryOODRevRange_RoomRev,txt_All,$D$181,txt_All!$D$181
N1_txtLODGIndustryOODRevRange_TotalRev,txt_All,$D$180,txt_All!$D$180
N1_txtLODGIndustryRoomsExpRange_RoomRev,txt_All,$D$291,txt_All!$D$291
N1_txtLODGIndustryRoomsExpRange_TotalRev,txt_All,$D$290,txt_All!$D$290
N1_txtLODGMarket_SlicerChain,txt_All,$D$568,txt_All!$D$568
N1_txtLODGMarketCompSet_Header,txt_All,$D$567,txt_All!$D$567
N1_txtLODGMarketDataDate,txt_All,$D$566,txt_All!$D$566
N1_txtLODGSales_RRMConclusion,txt_All,$D$569,txt_All!$D$569
N1_txtLODGSales_RRMDEDUCTIONConclusion,txt_All,$D$570,txt_All!$D$570
N1_txtLongLivedDepreciableBase,Cost Approach,$MO$986,'Cost Approach'!$MO$986
N1_txtLongLivedDepreciation,Cost Approach,$MT$988,'Cost Approach'!$MT$988
N1_txtLongLivedDepreciationPercent,Cost Approach,$MS$988,'Cost Approach'!$MS$988
N1_txtLongLivedEcoLife,Cost Approach,$MQ$988,'Cost Approach'!$MQ$988
N1_txtLongLivedEffectiveAge,Cost Approach,$MP$988,'Cost Approach'!$MP$988
N1_txtLongLivedRemEcoLife,Cost Approach,$MR$988,'Cost Approach'!$MR$988
N1_txtMAIAppraisers,File Info,$AU$597,'File Info'!$AU$597
N1_txtMAIAppraisersHasHave,File Info,$AU$598,'File Info'!$AU$598
N1_txtMarketCommentary_All_Commercial,Market Analysis,$F$78,'Market Analysis'!$F$78
N1_txtMarketCommentary_All_MF,Market Analysis,$AJ$78,'Market Analysis'!$AJ$78
N1_txtMarketCommentary_Flex_Commercial,Market Analysis - Flex,$F$78,'Market Analysis - Flex'!$F$78
N1_txtMarketCommentary_Flex_MF,Market Analysis - Flex,$AJ$78,'Market Analysis - Flex'!$AJ$78
N1_txtMarketCommentaryCapRate_All_Commercial,Market Analysis,$F$104,'Market Analysis'!$F$104
N1_txtMarketCommentaryCapRate_All_MF,Market Analysis,$AJ$104,'Market Analysis'!$AJ$104
N1_txtMarketCommentaryCapRate_Flex_Commercial,Market Analysis - Flex,$F$104,'Market Analysis - Flex'!$F$104
N1_txtMarketCommentaryCapRate_Flex_MF,Market Analysis - Flex,$AJ$104,'Market Analysis - Flex'!$AJ$104
N1_txtMarketCommentaryRent_All_Commercial,Market Analysis,$F$90,'Market Analysis'!$F$90
N1_txtMarketCommentaryRent_All_MF,Market Analysis,$AJ$90,'Market Analysis'!$AJ$90
N1_txtMarketCommentaryRent_Flex_Commercial,Market Analysis - Flex,$F$90,'Market Analysis - Flex'!$F$90
N1_txtMarketCommentaryRent_Flex_MF,Market Analysis - Flex,$AJ$90,'Market Analysis - Flex'!$AJ$90
N1_txtMarketCommentarySales_All_Commercial,Market Analysis,$F$97,'Market Analysis'!$F$97
N1_txtMarketCommentarySales_All_MF,Market Analysis,$AJ$97,'Market Analysis'!$AJ$97
N1_txtMarketCommentarySales_Flex_Commercial,Market Analysis - Flex,$F$97,'Market Analysis - Flex'!$F$97
N1_txtMarketCommentarySales_Flex_MF,Market Analysis - Flex,$AJ$97,'Market Analysis - Flex'!$AJ$97
N1_txtMarketInfo_Hotels_MarketDemand_ADR,txt_All,$D$650,txt_All!$D$650
N1_txtMarketInfo_Hotels_MarketDemand_ChainADR,txt_All,$D$652,txt_All!$D$652
N1_txtMarketInfo_Hotels_MarketDemand_ChainName,txt_All,$D$649,txt_All!$D$649
N1_txtMarketInfo_Hotels_MarketDemand_ChainRevPAR,txt_All,$D$653,txt_All!$D$653
N1_txtMarketInfo_Hotels_MarketDemand_PercYear,txt_All,$D$648,txt_All!$D$648
N1_txtMarketInfo_Hotels_MarketDemand_RevPAR,txt_All,$D$651,txt_All!$D$651
N1_txtMarketInfo_Hotels_MarketDemand_TTMDate,txt_All,$D$647,txt_All!$D$647
N1_txtMarketInfo_Hotels_SubMarketDemand_ADR,txt_All,$D$655,txt_All!$D$655
N1_txtMarketInfo_Hotels_SubMarketDemand_ChainADR,txt_All,$D$657,txt_All!$D$657
N1_txtMarketInfo_Hotels_SubMarketDemand_ChainName,txt_All,$D$654,txt_All!$D$654
N1_txtMarketInfo_Hotels_SubMarketDemand_ChainRevPAR,txt_All,$D$658,txt_All!$D$658
N1_txtMarketInfo_Hotels_SubMarketDemand_RevPAR,txt_All,$D$656,txt_All!$D$656
N1_txtMarketInfoMarketName_Commercial,Market Analysis,$F$74,'Market Analysis'!$F$74
N1_txtMarketInfoMarketName_Flex_Commercial,Market Analysis - Flex,$F$74,'Market Analysis - Flex'!$F$74
N1_txtMarketInfoMarketName_Flex_MF,Market Analysis - Flex,$AJ$74,'Market Analysis - Flex'!$AJ$74
N1_txtMarketInfoMarketName_MF,Market Analysis,$AJ$74,'Market Analysis'!$AJ$74
N1_txtMarketInfoMarketPropertyType_Commercial,Market Analysis,$O$74,'Market Analysis'!$O$74
N1_txtMarketInfoMarketPropertyType_MF,Market Analysis,$AS$74,'Market Analysis'!$AS$74
N1_txtMarketInfoNewSupplyCommentary,Market Analysis Submarkets,$AZ$141,'Market Analysis Submarkets'!$AZ$141
N1_txtMarketInfoOverview_Commercial,Market Analysis,$J$74,'Market Analysis'!$J$74
N1_txtMarketInfoOverview_MF,Market Analysis,$AN$74,'Market Analysis'!$AN$74
N1_txtMarketInfoVacancyCommentary,Market Analysis Submarkets,$BS$175,'Market Analysis Submarkets'!$BS$175
N1_txtMFAFFAskingRent_Total,MF Affordable Rent,$ED$321,'MF Affordable Rent'!$ED$321
N1_txtMFAFFAskingRent_UnitGrid1,MF Affordable Rent,$ED$11,'MF Affordable Rent'!$ED$11
N1_txtMFAFFAskingRent_UnitGrid10,MF Affordable Rent,$ED$290,'MF Affordable Rent'!$ED$290
N1_txtMFAFFAskingRent_UnitGrid2,MF Affordable Rent,$ED$42,'MF Affordable Rent'!$ED$42
N1_txtMFAFFAskingRent_UnitGrid3,MF Affordable Rent,$ED$73,'MF Affordable Rent'!$ED$73
N1_txtMFAFFAskingRent_UnitGrid4,MF Affordable Rent,$ED$104,'MF Affordable Rent'!$ED$104
N1_txtMFAFFAskingRent_UnitGrid5,MF Affordable Rent,$ED$135,'MF Affordable Rent'!$ED$135
N1_txtMFAFFAskingRent_UnitGrid6,MF Affordable Rent,$ED$166,'MF Affordable Rent'!$ED$166
N1_txtMFAFFAskingRent_UnitGrid7,MF Affordable Rent,$ED$197,'MF Affordable Rent'!$ED$197
N1_txtMFAFFAskingRent_UnitGrid8,MF Affordable Rent,$ED$228,'MF Affordable Rent'!$ED$228
N1_txtMFAFFAskingRent_UnitGrid9,MF Affordable Rent,$ED$259,'MF Affordable Rent'!$ED$259
N1_txtMFAFFContractRent_Total,MF Affordable Rent,$EF$321,'MF Affordable Rent'!$EF$321
N1_txtMFAFFContractRent_UnitGrid1,MF Affordable Rent,$EF$11,'MF Affordable Rent'!$EF$11
N1_txtMFAFFContractRent_UnitGrid10,MF Affordable Rent,$EF$290,'MF Affordable Rent'!$EF$290
N1_txtMFAFFContractRent_UnitGrid2,MF Affordable Rent,$EF$42,'MF Affordable Rent'!$EF$42
N1_txtMFAFFContractRent_UnitGrid3,MF Affordable Rent,$EF$73,'MF Affordable Rent'!$EF$73
N1_txtMFAFFContractRent_UnitGrid4,MF Affordable Rent,$EF$104,'MF Affordable Rent'!$EF$104
N1_txtMFAFFContractRent_UnitGrid5,MF Affordable Rent,$EF$135,'MF Affordable Rent'!$EF$135
N1_txtMFAFFContractRent_UnitGrid6,MF Affordable Rent,$EF$166,'MF Affordable Rent'!$EF$166
N1_txtMFAFFContractRent_UnitGrid7,MF Affordable Rent,$EF$197,'MF Affordable Rent'!$EF$197
N1_txtMFAFFContractRent_UnitGrid8,MF Affordable Rent,$EF$228,'MF Affordable Rent'!$EF$228
N1_txtMFAFFContractRent_UnitGrid9,MF Affordable Rent,$EF$259,'MF Affordable Rent'!$EF$259
N1_txtMFAFFNumberofUnits_Total,MF Affordable Rent,$EB$321,'MF Affordable Rent'!$EB$321
N1_txtMFAFFNumberofUnits_UnitGrid1,MF Affordable Rent,$EB$11,'MF Affordable Rent'!$EB$11
N1_txtMFAFFNumberofUnits_UnitGrid10,MF Affordable Rent,$EB$290,'MF Affordable Rent'!$EB$290
